Date,Source,Site ID,POC,Daily Max 8-hour Ozone Concentration,Units,Daily AQI Value,Local Site Name,Daily Obs Count,Percent Complete,AQS Parameter Code,AQS Parameter Description,Method Code,CBSA Code,CBSA Name,State FIPS Code,State,County FIPS Code,County,Site Latitude,Site Longitude
11-05-2025,AQS,340030006,1,0.051,ppm,47,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
12-05-2025,AQS,340030006,1,0.052,ppm,48,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
13-05-2025,AQS,340030006,1,0.035,ppm,32,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
14-05-2025,AQS,340030006,1,0.036,ppm,33,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
15-05-2025,AQS,340030006,1,0.032,ppm,30,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
16-05-2025,AQS,340030006,1,0.024,ppm,22,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
17-05-2025,AQS,340030006,1,0.051,ppm,47,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
18-05-2025,AQS,340030006,1,0.035,ppm,32,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
19-05-2025,AQS,340030006,1,0.034,ppm,31,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
20-05-2025,AQS,340030006,1,0.027,ppm,25,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
21-05-2025,AQS,340030006,1,0.031,ppm,29,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
22-05-2025,AQS,340030006,1,0.025,ppm,23,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
